"","kunta","vuosi","prod1","nobs"
"152","440",2013,1.49622595346446,472
"153","441",2013,1.67559323079551,1055
"154","442",2013,8.15285413670279,NA
"155","444",2013,2.00895039343387,8213
"156","445",2013,2.14906909916675,3491
"157","475",2013,1.20208160785302,1504
"158","478",2013,1.19151035540902,2808
"159","480",2013,1.56713322848711,597
"160","481",2013,2.06435632595755,1620
"161","483",2013,0.805079931402825,211
"162","484",2013,1.67961187676514,726
"163","489",2013,1.9495146030086,515
"164","491",2013,1.37222068664525,10333
"165","494",2013,1.41539216637846,1299
"166","495",2013,2.18675453923839,405
"167","498",2013,2.22168612933204,572
"168","499",2013,2.24204467397328,3460
"169","500",2013,1.80964697470452,1390
"170","503",2013,2.10381081972365,2008
"171","504",2013,1.72119907034149,553
"172","505",2013,1.7712437813603,3840
"173","507",2013,1.46436470307953,1379
"174","508",2013,1.50872005434787,1831
"175","529",2013,2.10294468707234,3640
"176","531",2013,1.79016458442907,1035
"177","535",2013,0.857486957852852,2041
"178","536",2013,2.20004825594037,4593
"179","538",2013,3.40197007803153,945
"180","541",2013,0.992465467293437,1743
"181","543",2013,1.56953814526099,8296
"182","545",2013,1.79513158411035,3599
"183","560",2013,1.6676868947493,3613
"184","561",2013,1.34187048277926,439
"185","562",2013,1.89543120281374,2074
"186","563",2013,1.00758120846751,1550
"187","564",2013,1.23302155104038,25393
"188","576",2013,1.69461069828605,743
"189","577",2013,1.87333906538262,1985
"190","578",2013,1.23888041786466,562
"191","580",2013,1.49785353973908,1309
"192","581",2013,1.82150721497075,1729
"193","583",2013,1.13028916121434,229
"194","584",2013,0.953649257339072,669
"195","588",2013,0.972496346297688,617
"196","592",2013,2.1506649702446,647
"197","593",2013,1.83967943938917,3467
"198","595",2013,1.34842340617225,1016
"199","598",2013,0.915627682464866,3613
"200","599",2013,1.06571243136837,2711
"201","601",2013,1.14793584012672,1080
"202","604",2013,1.59569368432046,3139
"203","607",2013,1.442542783053,1020
"204","608",2013,2.57904717987693,506
"205","609",2013,1.69109991121934,14308
"206","611",2013,2.22256996161221,931
"207","614",2013,0.721880062260213,643
"208","615",2013,1.7206008829529,1406
"209","616",2013,1.85495439559719,611
"210","619",2013,1.92456436670432,1128
"211","620",2013,0.837012863547855,428
"212","623",2013,1.55515268245434,757
"213","624",2013,1.93989850286796,932
"214","625",2013,1.38980387087605,560
"215","626",2013,1.26469049237396,1097
"216","630",2013,0.660348057648591,287
"217","631",2013,1.73484638265177,384
"218","635",2013,2.06324986589143,1662
"219","636",2013,1.88927028357982,2345
"220","638",2013,1.91562901527017,9770
"221","678",2013,1.27249747991472,3176
"222","680",2013,1.26394098618086,4531
"223","681",2013,1.80105765730086,1107
"224","683",2013,1.2727881835547,828
"225","684",2013,1.2658096829927,6906
"226","686",2013,1.57914177412343,885
"227","687",2013,0.9953887604252,303
"228","689",2013,2.2627340013192,759
"229","691",2013,0.770896381291582,686
"230","694",2013,1.37920892003487,4947
"231","697",2013,1.60517283812073,303
"232","698",2013,1.39428620126337,9178
"233","700",2013,4.08087352506629,920
"234","702",2013,1.87601042592891,1136
"235","704",2013,2.10310690535544,1359
"236","707",2013,1.18789289042269,571
"237","710",2013,2.20069160760747,6867
"238","729",2013,1.91466400608981,2072
"239","732",2013,1.42047187961882,585
"240","734",2013,1.84284847139534,11959
"241","736",2013,2.07688060739489,315
"242","738",2013,1.5190510776042,800
"243","739",2013,1.27831982219154,861
"244","740",2013,1.28838239954362,6039
"245","742",2013,1.45554108941919,171
"246","743",2013,1.47102879164996,12661
"247","746",2013,1.12377200232514,998
"248","747",2013,1.3911246156489,434
"249","748",2013,1.15164828411574,1201
"250","749",2013,1.32205117025441,2666
"251","751",2013,1.68055995038507,469
"252","753",2013,2.39375865908096,3820
"253","755",2013,1.96374882732207,1257
"254","758",2013,1.2354339562627,1710
"255","759",2013,1.53864036071283,713
"256","761",2013,1.83539232494571,2791
"257","762",2013,0.759642309863097,953
"258","765",2013,1.26160360319985,2142
"259","766",2013,1.69451341015299,50
"260","768",2013,1.72283701510518,686
"261","771",2013,1.80006930224039,188
"262","777",2013,1.26542400929887,1098
"263","778",2013,1.40120010668505,1450
"264","781",2013,1.22986571732722,1179
"265","783",2013,1.49652492982957,1994
"266","785",2013,1.05744015677016,550
"267","790",2013,1.87349188955519,6320
"268","791",2013,0.689351670050696,1491
"269","831",2013,3.17108948116782,884
"270","832",2013,1.12056685558989,624
"271","833",2013,2.67189369555696,539
"272","834",2013,2.25665051002113,1396
"273","837",2013,1.58769768318716,35663
"274","844",2013,2.30422730920132,354
"275","845",2013,1.08303190692079,645
"276","846",2013,1.51128141202271,1380
"277","848",2013,1.48715122993342,1019
"278","849",2013,0.78051633472224,1136
"279","850",2013,1.92089019538724,347
"280","851",2013,1.46134286241838,3685
"281","853",2013,1.47258614915837,29167
"282","854",2013,1.57380476109887,781
"283","857",2013,1.27133113822829,502
"284","858",2013,1.74555494278103,7791
"285","859",2013,1.25260538298523,1004
"286","886",2013,2.01847832650665,1976
"287","887",2013,2.42217973852303,1274
"288","889",2013,1.03025089246744,533
"289","890",2013,1.72358612538348,354
"290","892",2013,1.63120645256114,611
"291","893",2013,0.852465411948064,2472
"292","895",2013,1.27226679793878,3914
"293","905",2013,1.1306087344162,10675
"294","908",2013,1.80697955734474,2535
"295","911",2013,1.03420809601942,282
"296","915",2013,0.993273511347535,3163
"297","918",2013,1.79428639885707,882
"298","921",2013,1.38429739150818,547
"299","922",2013,2.73726113417484,863
"300","924",2013,0.84260290757617,930
"301","925",2013,0.485308724287674,1035
"302","927",2013,2.14705048874607,5490
"303","931",2013,1.64685836143554,1584
"304","934",2013,1.5883053541065,810
"305","935",2013,0.886946387371212,864
"306","936",2013,1.4453553209732,1740
"307","941",2013,0.600970178152832,111
"308","946",2013,1.34113006026029,2274
"309","976",2013,1.20811190946601,995
"310","977",2013,0.974856137657765,2692
"311","980",2013,2.10719562020761,5513
"312","981",2013,2.02111553074142,616
"313","989",2013,1.93001453184239,1429
"314","992",2013,1.76466179381302,2712
"315","ZZZ",2013,12.6021621329021,1583
"316","005",2014,1.3443600516549,2534
"317","009",2014,0.999524318766535,627
"318","010",2014,1.39326755294893,3096
"319","016",2014,2.15668056833145,1956
"320","018",2014,2.38660101906945,1159
"321","019",2014,1.84988615385829,959
"322","020",2014,2.17315987853901,2686
"323","035",2014,1.50977185790902,192
"324","043",2014,1.32788937570675,327
"325","046",2014,1.90403740609209,361
"326","047",2014,1.12143218908034,448
"327","049",2014,1.46891644856483,39451
"328","050",2014,1.59809364632567,2834
"329","051",2014,2.15596415790525,1749
"330","052",2014,1.30319367966465,937
"331","060",2014,1.9940944048716,496
"332","061",2014,0.986047671872705,3975
"333","062",2014,1.20644190995222,112
"334","065",2014,0.25807540128128,124
"335","069",2014,0.945049072532203,1464
"336","071",2014,0.745750910031953,1432
"337","072",2014,1.05232323075978,182
"338","074",2014,1.25789125388122,402
"339","075",2014,1.95449430502215,3533
"340","076",2014,3.38758003568863,365
"341","077",2014,2.73982572384321,1228
"342","078",2014,1.66443576564294,1560
"343","079",2014,1.32536851995905,1166
"344","081",2014,1.58242325176734,1018
"345","082",2014,2.23892276563242,1703
"346","086",2014,2.258733295172,1793
"347","090",2014,1.8206420140466,855
"348","091",2014,1.71026697105847,117934
"349","092",2014,1.19699687195808,31055
"350","097",2014,1.80360139789079,561
"351","098",2014,1.92331126301413,4254
"352","099",2014,1.25744627054349,637
"353","102",2014,1.55488161714181,3317
"354","103",2014,1.74945303122562,701
"355","105",2014,0.925071357821521,449
"356","106",2014,1.69550530336973,7871
"357","108",2014,2.51395794113543,2261
"358","109",2014,1.58768840773511,11809
"359","111",2014,1.56306321180646,3189
"360","139",2014,1.45111078431552,1485
"361","140",2014,0.914103383285264,4500
"362","142",2014,1.47766159221157,1575
"363","143",2014,2.36739690941577,1960
"364","145",2014,1.70965782841331,2483
"365","146",2014,1.14821361659631,1021
"366","148",2014,1.54475831578703,1366
"367","149",2014,2.1610547913649,1482
"368","151",2014,1.81906527796372,747
"369","152",2014,1.66478450713629,1469
"370","153",2014,1.62783215389435,4049
"371","165",2014,1.22619298349973,3249
"372","167",2014,1.26303931487934,11860
"373","169",2014,1.99833884224067,993
"374","170",2014,1.08631663425433,1226
"375","171",2014,1.0423970838908,1050
"376","172",2014,2.21454868468222,1366
"377","174",2014,10.9325201395074,NA
"378","176",2014,1.89218442598638,972
"379","177",2014,1.52997066407714,610
"380","178",2014,1.79563425829057,1816
"381","179",2014,1.54795851675296,20072
"382","181",2014,1.55689286684184,684
"383","182",2014,1.43582018353395,4352
"384","186",2014,2.05240793441379,5904
"385","200",2014,13.1482252018556,94
"386","202",2014,1.81748089462134,5321
"387","204",2014,1.05587623123323,594
"388","205",2014,0.961234092023254,5739
"389","208",2014,0.931842266185564,3400
"390","211",2014,2.15186396843409,5556
"391","213",2014,1.70336879611346,1505
"392","214",2014,1.57547988281687,3062
"393","216",2014,1.55412054283904,365
"394","217",2014,1.10479516965872,1370
"395","218",2014,1.16985624977111,526
"396","224",2014,1.81090562346002,1555
"397","226",2014,1.43638456753328,1157
"398","230",2014,1.29585569819209,943
"399","231",2014,1.12479258943109,270
"400","232",2014,1.56901478762146,3733
"401","233",2014,1.74913698241941,5366
"402","235",2014,2.49974778904438,1358
"403","236",2014,0.693982618204771,1345
"404","239",2014,1.91527377874116,474
"405","240",2014,1.1690524978348,2674
"406","241",2014,1.18302291508706,1345
"407","244",2014,1.17130147042431,2443
"408","245",2014,1.63441077181144,4762
"409","249",2014,1.79995131455604,2117
"410","250",2014,1.71953651570034,558
"411","256",2014,1.00415487252011,430
"412","257",2014,2.06307841880237,6101
"413","260",2014,1.83892517899721,2574
"414","261",2014,1.426445288334,1695
"415","263",2014,1.00448199918345,2202
"416","265",2014,0.928307575647544,255
"417","271",2014,1.93469196778435,1847
"418","272",2014,1.09574105076059,9739
"419","273",2014,1.43716568064194,1143
"420","275",2014,1.65571955880982,671
"421","276",2014,2.32540135318418,1773
"422","280",2014,1.39758886256147,816
"423","284",2014,2.68534678535135,937
"424","285",2014,1.561210639845,7594
"425","286",2014,1.65690771696771,13988
"426","287",2014,1.38585139839659,2100
"427","288",2014,1.04258292114933,2011
"428","290",2014,1.05505852616896,1412
"429","291",2014,1.74733718372817,705
"430","295",2014,2.38030917789313,117
"431","297",2014,1.19000588519539,18995
"432","300",2014,2.0198328305996,1184
"433","301",2014,1.73640671386535,5426
"434","304",2014,1.17243496852888,357
"435","305",2014,1.16512514697043,3387
"436","309",2014,1.40052410085589,1048
"437","312",2014,1.61286357804359,369
"438","316",2014,2.42359474651485,1102
"439","317",2014,0.688782080873405,752
"440","318",2014,1.01135376820164,61
"441","320",2014,1.09325342200292,1182
"442","322",2014,1.78697393077282,2076
"443","398",2014,1.70788538214737,18544
"444","399",2014,2.49221112926139,1575
"445","400",2014,1.40485563628108,2445
"446","402",2014,1.16745275510296,2176
"447","403",2014,1.67756659671119,906
"448","405",2014,1.46245154164976,12021
"449","407",2014,1.44541580249859,921
"450","408",2014,1.99707157408442,3847
"451","410",2014,1.87212042692071,2854
"452","416",2014,3.16675435431678,539
"453","417",2014,3.11512777915839,271
"454","418",2014,1.74863904675555,4100
"455","420",2014,1.8954017028115,1798
"456","421",2014,1.19064161896956,310
"457","422",2014,1.06549346028877,2094
"458","423",2014,1.86835712548268,4117
"459","425",2014,1.46869750958308,1133
"460","426",2014,1.63979806605695,2148
"461","430",2014,1.26390596729568,5083
"462","433",2014,2.16608783755568,1841
"463","434",2014,2.19362659374172,3701
"464","435",2014,1.64359949865248,226
"465","436",2014,1.40126971446013,396
"466","438",2014,0.495670878892862,73
"467","440",2014,1.74227705444833,482
"468","441",2014,1.77793391830557,1072
"469","442",2014,1.30784383954155,NA
"470","444",2014,2.10106651364184,8574
"471","445",2014,2.11941676288421,3624
"472","475",2014,1.38115523197439,1529
"473","478",2014,1.22898277270404,2936
"474","480",2014,1.43559901554228,646
"475","481",2014,2.1858488196944,1710
"476","483",2014,1.26719191428979,237
"477","484",2014,1.45837358976835,724
"478","489",2014,1.9776859815827,567
"479","491",2014,1.42869688465098,10535
"480","494",2014,1.33075467954577,1299
"481","495",2014,2.13153274568395,400
"482","498",2014,1.7974180091249,623
"483","499",2014,2.37154796550398,3599
"484","500",2014,2.06756399142406,1501
"485","503",2014,2.10028093620697,2000
"486","504",2014,1.39964120829784,552
"487","505",2014,2.02146132469432,3987
"488","507",2014,1.59306952035481,1408
"489","508",2014,1.42113938456541,1877
"490","529",2014,2.27704213372134,3847
"491","531",2014,2.02953054082525,1109
"492","535",2014,1.13472727316408,2142
"493","536",2014,2.30843132783149,4740
"494","538",2014,2.96734378186359,981
"495","541",2014,0.960485571733965,1741
"496","543",2014,1.59112686656657,8475
"497","545",2014,1.74222695323616,3681
"498","560",2014,1.77223946986903,3778
"499","561",2014,1.49269400630519,484
"500","562",2014,1.94609630879676,2117
"501","563",2014,0.93104998549158,1521
"502","564",2014,1.21309365247153,26527
"503","576",2014,1.73900039195534,756
"504","577",2014,2.06552973711247,2101
"505","578",2014,1.17031347618741,556
"506","580",2014,1.64969166457808,1339
"507","581",2014,1.78433581555396,1796
"508","583",2014,1.13453200728144,236
"509","584",2014,0.948252515482843,704
"510","588",2014,1.30206521031592,618
"511","592",2014,2.43916881261901,689
"512","593",2014,1.90986248499549,3526
"513","595",2014,1.23270512289218,1069
"514","598",2014,0.922786565446179,3676
"515","599",2014,1.05960420415373,2801
"516","601",2014,1.44854451106009,1202
"517","604",2014,1.57655159613307,3260
"518","607",2014,1.55363940613381,1075
"519","608",2014,2.31321194167596,529
"520","609",2014,1.69856874551867,14618
"521","611",2014,2.14128160374705,959
"522","614",2014,0.751537630827017,672
"523","615",2014,1.95556028279865,1496
"524","616",2014,1.6832758419502,612
"525","619",2014,1.79361911831034,1151
"526","620",2014,0.779764914493075,436
"527","623",2014,1.83907061080779,755
"528","624",2014,1.92862811915933,950
"529","625",2014,1.35166517135204,581
"530","626",2014,1.32206956484059,1050
"531","630",2014,0.812074074523604,293
"532","631",2014,1.68953599729943,385
"533","635",2014,2.00659116993848,1638
"534","636",2014,2.42062902658835,2482
"535","638",2014,2.0235473242536,10007
"536","678",2014,1.41220062464186,3291
"537","680",2014,1.31069199245351,4685
"538","681",2014,1.76455851572815,1071
"539","683",2014,1.28174300226667,848
"540","684",2014,1.32206823775538,7041
"541","686",2014,1.49234977642617,856
"542","687",2014,1.44583453054725,317
"543","689",2014,1.95217825807074,747
"544","691",2014,1.14077705720032,717
"545","694",2014,1.35357972060065,5016
"546","697",2014,1.72915542549923,335
"547","698",2014,1.43666275473214,9490
"548","700",2014,4.86977919562719,920
"549","702",2014,2.093472479622,1202
"550","704",2014,2.24749615345509,1443
"551","707",2014,1.51681459606513,577
"552","710",2014,2.20781947087393,6861
"553","729",2014,2.02509089550621,2123
"554","732",2014,1.59899987412994,604
"555","734",2014,1.88847680430595,12535
"556","736",2014,1.97195140361014,356
"557","738",2014,2.06242101420713,915
"558","739",2014,1.51191710469733,901
"559","740",2014,1.38923840504011,6209
"560","742",2014,1.87676360824608,192
"561","743",2014,1.47903388761226,13019
"562","746",2014,1.15467184813749,1020
"563","747",2014,1.38544598866521,439
"564","748",2014,1.06403095163917,1256
"565","749",2014,1.30980603030793,2842
"566","751",2014,1.96358508113118,483
"567","753",2014,2.50989560689881,3972
"568","755",2014,2.04528446774844,1321
"569","758",2014,1.37395697640398,1776
"570","759",2014,1.53844846868776,753
"571","761",2014,2.13556283033565,2847
"572","762",2014,0.764227004189402,962
"573","765",2014,1.24155268565297,2204
"574","766",2014,1.55219721277507,50
"575","768",2014,1.43699374882931,731
"576","771",2014,1.81806513838171,210
"577","777",2014,1.59335999425782,1168
"578","778",2014,1.46702597599569,1526
"579","781",2014,1.4852143616018,1223
"580","783",2014,1.41558280673618,1960
"581","785",2014,1.3810925562488,589
"582","790",2014,1.88986919952299,6237
"583","791",2014,0.773190623191972,1588
"584","831",2014,2.7589141893922,813
"585","832",2014,1.30431736043717,654
"586","833",2014,2.36493165598867,563
"587","834",2014,2.27137633165052,1445
"588","837",2014,1.62414541467742,36917
"589","844",2014,2.11697102185251,359
"590","845",2014,1.15173402592952,697
"591","846",2014,1.91180006862982,1411
"592","848",2014,1.43592946714,1056
"593","849",2014,0.825546385057233,1142
"594","850",2014,1.75042661200163,339
"595","851",2014,1.59295473204441,3726
"596","853",2014,1.51449394228717,30332
"597","854",2014,1.58830305846334,801
"598","857",2014,1.57680227971503,515
"599","858",2014,1.73870102007268,8171
"600","859",2014,1.43391845505994,1043
"601","886",2014,2.23427512687094,2082
"602","887",2014,2.46733274573978,1283
"603","889",2014,1.16974591192459,597
"604","890",2014,1.93691618564498,373
"605","892",2014,1.70515015334964,636
"606","893",2014,0.973323414957384,2606
"607","895",2014,1.40320509185962,4092
"608","905",2014,1.1651884436656,10805
"609","908",2014,1.82043530664138,2615
"610","911",2014,1.20489677838528,297
"611","915",2014,1.12755230862866,3276
"612","918",2014,2.16083156779183,941
"613","921",2014,1.44009439982582,600
"614","922",2014,3.01436937654087,922
"615","924",2014,0.98118854421621,986
"616","925",2014,0.595683098226093,1110
"617","927",2014,2.27096565818223,5686
"618","931",2014,1.71976549202691,1657
"619","934",2014,1.49431180451109,808
"620","935",2014,0.976834273314842,898
"621","936",2014,1.75351906939584,1786
"622","941",2014,0.781155135799797,132
"623","946",2014,1.44848604172987,2432
"624","976",2014,1.25513546257774,1049
"625","977",2014,0.985607116351448,2730
"626","980",2014,2.30469824484277,5699
"627","981",2014,1.91026359889782,646
"628","989",2014,1.97196833177435,1506
"629","992",2014,1.87224653505979,2739
"630","ZZZ",2014,14.8524221687636,1742
"631","005",2015,1.59278411906209,2697
"632","009",2015,0.801722699376388,611
"633","010",2015,1.3592128801134,3130
"634","016",2015,2.03803429816265,2028
"635","018",2015,2.17724326836905,1160
"636","019",2015,1.61936210178201,933
"637","020",2015,2.03362595917843,2818
"638","035",2015,1.28142718239527,193
"639","043",2015,1.65188689516234,325
"640","046",2015,1.68095308933762,407
"641","047",2015,1.23522646793148,440
"642","049",2015,1.47555593499239,41806
"643","050",2015,1.42979232103916,2962
"644","051",2015,2.09962043268466,1871
"645","052",2015,1.27313632516771,989
"646","060",2015,1.84888910540096,505
"647","061",2015,1.06301130520158,4048
"648","062",2015,1.10468456812533,121
"649","065",2015,1.24856058690614,134
"650","069",2015,1.12888527279157,1540
"651","071",2015,0.729191721876122,1514
"652","072",2015,1.79286723345334,212
"653","074",2015,1.24788807982174,367
"654","075",2015,1.96537584500158,3578
"655","076",2015,3.12732578187904,354
"656","077",2015,2.34690150047026,1280
"657","078",2015,1.60733019420968,1548
"658","079",2015,1.36215390345123,1288
"659","081",2015,1.39257836075649,1062
"660","082",2015,2.22910880739375,1765
"661","086",2015,2.28357798774941,1822
"662","090",2015,1.82907910232676,856
"663","091",2015,1.69478948094959,125982
"664","092",2015,1.20350938591424,32807
"665","097",2015,2.15925945989807,560
"666","098",2015,1.79167696273802,4391
"667","099",2015,1.51774345479189,657
"668","102",2015,1.41414201859507,3446
"669","103",2015,1.77840442099681,728
"670","105",2015,1.13921523741341,472
"671","106",2015,1.78102928909048,8202
"672","108",2015,2.46799528408578,2270
"673","109",2015,1.57308244754854,12482
"674","111",2015,1.68848777453276,3296
"675","139",2015,1.39702772803496,1456
"676","140",2015,1.00830232606106,4494
"677","142",2015,1.38884779346381,1651
"678","143",2015,1.95420287577678,1962
"679","145",2015,1.69194521577142,2655
"680","146",2015,1.2507902111707,1085
"681","148",2015,1.55780351211357,1459
"682","149",2015,1.85805824667265,1545
"683","151",2015,1.15870155224582,727
"684","152",2015,1.76786886410889,1568
"685","153",2015,1.60884444533291,4175
"686","165",2015,1.25106553480194,3130
"687","167",2015,1.3208574023043,12316
"688","169",2015,1.82567693395205,1018
"689","170",2015,1.08787239944057,1307
"690","171",2015,1.23016682386579,1095
"691","172",2015,2.0272685371432,1353
"692","174",2015,8.9464590434479,NA
"693","176",2015,1.84491721706818,1033
"694","177",2015,1.59026677982604,606
"695","178",2015,1.66246835773873,1927
"696","179",2015,1.51875403260533,21090
"697","181",2015,1.59666075264182,694
"698","182",2015,1.41379619575462,4331
"699","186",2015,2.03271633745015,6094
"700","200",2015,14.4199131128247,65
"701","202",2015,1.91329091919193,5537
"702","204",2015,1.19228484441262,619
"703","205",2015,1.00923875861817,5674
"704","208",2015,0.903100130028208,3467
"705","211",2015,2.18124994152798,5544
"706","213",2015,1.79394050964662,1624
"707","214",2015,1.46042252197456,3140
"708","216",2015,1.27415594807458,388
"709","217",2015,1.2494515499608,1504
"710","218",2015,1.03266475219958,540
"711","224",2015,1.66140567952679,1619
"712","226",2015,1.66132060186423,1200
"713","230",2015,1.11536435156338,975
"714","231",2015,1.59068390290347,301
"715","232",2015,1.49005701557268,3908
"716","233",2015,1.49544025761439,5458
"717","235",2015,2.35910149487787,1422
"718","236",2015,0.789457731612369,1402
"719","239",2015,1.65308901844205,464
"720","240",2015,1.19455470466073,2840
"721","241",2015,1.07746987752157,1349
"722","244",2015,1.20566596738361,2612
"723","245",2015,1.59440401884017,4986
"724","249",2015,1.75676225795182,2147
"725","250",2015,1.61525741964342,645
"726","256",2015,0.877432189709175,483
"727","257",2015,2.03001104721548,6341
"728","260",2015,1.74593019216576,2636
"729","261",2015,1.60244223551951,1810
"730","263",2015,0.860452083724064,2252
"731","265",2015,1.26785068927861,280
"732","271",2015,1.77326775485141,1876
"733","272",2015,1.13421017982091,9693
"734","273",2015,1.44670011426447,1189
"735","275",2015,1.53674514268478,697
"736","276",2015,2.38209629375476,1898
"737","280",2015,1.3324298762795,838
"738","284",2015,2.60325169217799,975
"739","285",2015,1.52839066646716,7897
"740","286",2015,1.60897413057391,14681
"741","287",2015,1.34963327615027,2168
"742","288",2015,0.993919238143604,2017
"743","290",2015,1.10264108884368,1469
"744","291",2015,1.64881689130972,734
"745","295",2015,1.46670789874191,120
"746","297",2015,1.24941301047644,19730
"747","300",2015,1.93854678989246,1215
