"","maakunta","vuosi","toimiala","tuottavuus","nobs"
"2477","Etelä-Karjala",2020,"Hallinto- ja tukipalvelutoiminta",1.77486597722229,1562
"2478","Etelä-Pohjanmaa",2020,"Hallinto- ja tukipalvelutoiminta",1.78313456250826,1079
"2479","Etelä-Savo",2020,"Hallinto- ja tukipalvelutoiminta",1.99045517146165,1189
"2480","Kainuu",2020,"Hallinto- ja tukipalvelutoiminta",1.01802813349815,276
"2481","Kanta-Häme",2020,"Hallinto- ja tukipalvelutoiminta",1.92056398337326,1397
"2482","Keski-Pohjanmaa",2020,"Hallinto- ja tukipalvelutoiminta",1.57245927002637,591
"2483","Keski-Suomi",2020,"Hallinto- ja tukipalvelutoiminta",2.17241106255817,1619
"2484","Kymenlaakso",2020,"Hallinto- ja tukipalvelutoiminta",2.16238473557026,1500
"2485","Lappi",2020,"Hallinto- ja tukipalvelutoiminta",1.69681133188083,942
"2486","Päijät-Häme",2020,"Hallinto- ja tukipalvelutoiminta",1.91464520993954,755
"2487","Pirkanmaa",2020,"Hallinto- ja tukipalvelutoiminta",2.32770168011865,3970
"2488","Pohjanmaa",2020,"Hallinto- ja tukipalvelutoiminta",2.19360627338182,1040
"2489","Pohjois-Karjala",2020,"Hallinto- ja tukipalvelutoiminta",1.94622223979693,1297
"2490","Pohjois-Pohjanmaa",2020,"Hallinto- ja tukipalvelutoiminta",1.6922013590267,3093
"2491","Pohjois-Savo",2020,"Hallinto- ja tukipalvelutoiminta",1.52363992268446,2974
"2492","Satakunta",2020,"Hallinto- ja tukipalvelutoiminta",1.94066382824458,1547
"2493","Uusimaa",2020,"Hallinto- ja tukipalvelutoiminta",2.53518098172806,3697
"2494","Varsinais-Suomi",2020,"Hallinto- ja tukipalvelutoiminta",2.00877569836599,5811
"2495","Ahvenanmaa",2020,"Informaatio ja viestintä",2.00866490310848,52
"2496","Etelä-Karjala",2020,"Informaatio ja viestintä",1.94813937612362,992
"2497","Etelä-Pohjanmaa",2020,"Informaatio ja viestintä",2.15528714322987,514
"2498","Etelä-Savo",2020,"Informaatio ja viestintä",1.94465116501714,673
"2499","Kainuu",2020,"Informaatio ja viestintä",1.15626185944654,173
"2500","Kanta-Häme",2020,"Informaatio ja viestintä",2.13222156090961,918
"2501","Keski-Pohjanmaa",2020,"Informaatio ja viestintä",1.40371772310258,222
"2502","Keski-Suomi",2020,"Informaatio ja viestintä",1.80999659258215,1566
"2503","Kymenlaakso",2020,"Informaatio ja viestintä",2.08357252416298,715
"2504","Lappi",2020,"Informaatio ja viestintä",1.67213631813924,239
"2505","Päijät-Häme",2020,"Informaatio ja viestintä",2.11872267942067,442
"2506","Pirkanmaa",2020,"Informaatio ja viestintä",1.87162972382522,4250
"2507","Pohjanmaa",2020,"Informaatio ja viestintä",2.38371334695547,590
"2508","Pohjois-Karjala",2020,"Informaatio ja viestintä",1.58450725473895,856
"2509","Pohjois-Pohjanmaa",2020,"Informaatio ja viestintä",1.25434950414657,3630
"2510","Pohjois-Savo",2020,"Informaatio ja viestintä",1.43368141318553,2152
"2511","Satakunta",2020,"Informaatio ja viestintä",1.97751912367602,828
"2512","Uusimaa",2020,"Informaatio ja viestintä",2.5387053426785,1936
"2513","Varsinais-Suomi",2020,"Informaatio ja viestintä",1.88923893926956,3734
"2515","Etelä-Karjala",2020,"Kaivostoiminta ja louhinta",1.06145910018947,113
"2516","Etelä-Pohjanmaa",2020,"Kaivostoiminta ja louhinta",1.59985753904785,214
"2517","Etelä-Savo",2020,"Kaivostoiminta ja louhinta",1.21958592089978,90
"2518","Kainuu",2020,"Kaivostoiminta ja louhinta",1.35667715903095,48
"2519","Kanta-Häme",2020,"Kaivostoiminta ja louhinta",1.36620000656853,77
"2520","Keski-Pohjanmaa",2020,"Kaivostoiminta ja louhinta",1.79227987026368,43
"2521","Keski-Suomi",2020,"Kaivostoiminta ja louhinta",2.31720631547661,96
"2522","Kymenlaakso",2020,"Kaivostoiminta ja louhinta",0.559035550734703,133
"2523","Lappi",2020,"Kaivostoiminta ja louhinta",0.998891303068035,84
"2524","Päijät-Häme",2020,"Kaivostoiminta ja louhinta",0.586717329266335,21
"2525","Pirkanmaa",2020,"Kaivostoiminta ja louhinta",1.65448900964272,177
"2526","Pohjanmaa",2020,"Kaivostoiminta ja louhinta",0.688291260132649,47
"2527","Pohjois-Karjala",2020,"Kaivostoiminta ja louhinta",1.01389778815082,86
"2528","Pohjois-Pohjanmaa",2020,"Kaivostoiminta ja louhinta",1.22612176953541,360
"2529","Pohjois-Savo",2020,"Kaivostoiminta ja louhinta",1.18133291202122,170
"2530","Satakunta",2020,"Kaivostoiminta ja louhinta",2.06548722290819,112
"2531","Uusimaa",2020,"Kaivostoiminta ja louhinta",1.84325501196171,104
"2532","Varsinais-Suomi",2020,"Kaivostoiminta ja louhinta",0.629835762443128,329
"2533","Ahvenanmaa",2020,"Kiinteistöalan toiminta",1.46153964633545,129
"2534","Etelä-Karjala",2020,"Kiinteistöalan toiminta",1.74090591371265,2056
"2535","Etelä-Pohjanmaa",2020,"Kiinteistöalan toiminta",2.13873351063715,1910
"2536","Etelä-Savo",2020,"Kiinteistöalan toiminta",1.93382102801652,1657
"2537","Kainuu",2020,"Kiinteistöalan toiminta",1.97313857559178,292
"2538","Kanta-Häme",2020,"Kiinteistöalan toiminta",1.57370133792855,2048
"2539","Keski-Pohjanmaa",2020,"Kiinteistöalan toiminta",1.87321942459889,1060
"2540","Keski-Suomi",2020,"Kiinteistöalan toiminta",1.68349125246559,2733
"2541","Kymenlaakso",2020,"Kiinteistöalan toiminta",1.94793601114087,1815
"2542","Lappi",2020,"Kiinteistöalan toiminta",1.83245684466973,1062
"2543","Päijät-Häme",2020,"Kiinteistöalan toiminta",1.81402234175047,1205
"2544","Pirkanmaa",2020,"Kiinteistöalan toiminta",1.77510053201644,5872
"2545","Pohjanmaa",2020,"Kiinteistöalan toiminta",1.90172532869637,1274
"2546","Pohjois-Karjala",2020,"Kiinteistöalan toiminta",1.59389155973016,1719
"2547","Pohjois-Pohjanmaa",2020,"Kiinteistöalan toiminta",1.98801748378933,5043
"2548","Pohjois-Savo",2020,"Kiinteistöalan toiminta",1.77768550113542,3809
"2549","Satakunta",2020,"Kiinteistöalan toiminta",1.58020770498238,2039
"2550","Uusimaa",2020,"Kiinteistöalan toiminta",1.65170182954385,3503
"2551","Varsinais-Suomi",2020,"Kiinteistöalan toiminta",1.76575235345213,7498
"2555","Etelä-Karjala",2020,"Koulutus",3.63596063232555,296
"2556","Etelä-Pohjanmaa",2020,"Koulutus",2.09131121234154,259
"2557","Etelä-Savo",2020,"Koulutus",3.22930450000488,287
"2558","Kainuu",2020,"Koulutus",1.57145786619077,83
"2559","Kanta-Häme",2020,"Koulutus",2.74723516151183,433
"2560","Keski-Pohjanmaa",2020,"Koulutus",1.65499414577431,82
"2561","Keski-Suomi",2020,"Koulutus",3.43691012445649,451
"2562","Kymenlaakso",2020,"Koulutus",2.917220397309,425
"2563","Lappi",2020,"Koulutus",1.94288187411553,124
"2564","Päijät-Häme",2020,"Koulutus",2.58665616548419,148
"2565","Pirkanmaa",2020,"Koulutus",3.50469137333816,1064
"2566","Pohjanmaa",2020,"Koulutus",2.41273688520883,142
"2567","Pohjois-Karjala",2020,"Koulutus",2.68631063685283,276
"2568","Pohjois-Pohjanmaa",2020,"Koulutus",2.80581004004326,854
"2569","Pohjois-Savo",2020,"Koulutus",2.51603616025082,664
"2570","Satakunta",2020,"Koulutus",2.79402743247382,303
"2571","Uusimaa",2020,"Koulutus",3.77136458117923,758
"2572","Varsinais-Suomi",2020,"Koulutus",3.3076351935286,1268
"2573","Ahvenanmaa",2020,"Kuljetus ja varastointi",1.38683008359604,105
"2574","Etelä-Karjala",2020,"Kuljetus ja varastointi",1.8933010304217,2317
"2575","Etelä-Pohjanmaa",2020,"Kuljetus ja varastointi",1.78773106511344,1831
"2576","Etelä-Savo",2020,"Kuljetus ja varastointi",1.71839212530283,2077
"2577","Kainuu",2020,"Kuljetus ja varastointi",1.44458201269,416
"2578","Kanta-Häme",2020,"Kuljetus ja varastointi",1.70839208576549,1764
"2579","Keski-Pohjanmaa",2020,"Kuljetus ja varastointi",1.34990832752864,1073
"2580","Keski-Suomi",2020,"Kuljetus ja varastointi",1.87733855116377,2236
"2581","Kymenlaakso",2020,"Kuljetus ja varastointi",1.68552547306904,2724
"2582","Lappi",2020,"Kuljetus ja varastointi",1.73269458007689,1115
"2583","Päijät-Häme",2020,"Kuljetus ja varastointi",1.9507038997672,863
"2584","Pirkanmaa",2020,"Kuljetus ja varastointi",1.97622253717915,4757
"2585","Pohjanmaa",2020,"Kuljetus ja varastointi",1.45697101052424,1602
"2586","Pohjois-Karjala",2020,"Kuljetus ja varastointi",1.84469165024988,1700
"2587","Pohjois-Pohjanmaa",2020,"Kuljetus ja varastointi",1.72738269194317,4490
"2588","Pohjois-Savo",2020,"Kuljetus ja varastointi",1.7369729036368,3395
"2589","Satakunta",2020,"Kuljetus ja varastointi",1.88600061944527,2268
"2590","Uusimaa",2020,"Kuljetus ja varastointi",2.0206540770599,4327
"2591","Varsinais-Suomi",2020,"Kuljetus ja varastointi",2.06468081376309,7061
"2592","Ahvenanmaa",2020,"Maatalous, metsätalous ja kalatalous",1.4214481368209,176
"2593","Etelä-Karjala",2020,"Maatalous, metsätalous ja kalatalous",2.20239840387667,4465
"2594","Etelä-Pohjanmaa",2020,"Maatalous, metsätalous ja kalatalous",1.96685265532726,8122
"2595","Etelä-Savo",2020,"Maatalous, metsätalous ja kalatalous",2.08070677614016,6270
"2596","Kainuu",2020,"Maatalous, metsätalous ja kalatalous",1.64433849008249,898
"2597","Kanta-Häme",2020,"Maatalous, metsätalous ja kalatalous",1.91214369740729,4107
"2598","Keski-Pohjanmaa",2020,"Maatalous, metsätalous ja kalatalous",1.54014370616159,2735
"2599","Keski-Suomi",2020,"Maatalous, metsätalous ja kalatalous",2.02332365607717,4595
"2600","Kymenlaakso",2020,"Maatalous, metsätalous ja kalatalous",2.00167834827733,5091
"2601","Lappi",2020,"Maatalous, metsätalous ja kalatalous",1.71417509854074,1552
"2602","Päijät-Häme",2020,"Maatalous, metsätalous ja kalatalous",1.87306779205563,1462
"2603","Pirkanmaa",2020,"Maatalous, metsätalous ja kalatalous",2.14329974228353,8918
"2604","Pohjanmaa",2020,"Maatalous, metsätalous ja kalatalous",1.78101284603676,8793
"2605","Pohjois-Karjala",2020,"Maatalous, metsätalous ja kalatalous",1.76901729345446,4374
"2606","Pohjois-Pohjanmaa",2020,"Maatalous, metsätalous ja kalatalous",1.7217412862712,7170
"2607","Pohjois-Savo",2020,"Maatalous, metsätalous ja kalatalous",1.52163491944865,10743
"2608","Satakunta",2020,"Maatalous, metsätalous ja kalatalous",1.98669676107603,4085
"2609","Uusimaa",2020,"Maatalous, metsätalous ja kalatalous",2.04356537785949,6746
"2610","Varsinais-Suomi",2020,"Maatalous, metsätalous ja kalatalous",1.80475008832864,17196
"2611","Ahvenanmaa",2020,"Majoitus- ja ravitsemistoiminta",1.41440594114943,101
"2612","Etelä-Karjala",2020,"Majoitus- ja ravitsemistoiminta",2.05791240063101,1704
"2613","Etelä-Pohjanmaa",2020,"Majoitus- ja ravitsemistoiminta",2.48777750312659,1024
"2614","Etelä-Savo",2020,"Majoitus- ja ravitsemistoiminta",2.31210641288321,1498
"2615","Kainuu",2020,"Majoitus- ja ravitsemistoiminta",1.58309646590477,262
"2616","Kanta-Häme",2020,"Majoitus- ja ravitsemistoiminta",2.14531313134058,1314
"2617","Keski-Pohjanmaa",2020,"Majoitus- ja ravitsemistoiminta",1.98776200125456,554
"2618","Keski-Suomi",2020,"Majoitus- ja ravitsemistoiminta",2.27094080917495,1678
"2619","Kymenlaakso",2020,"Majoitus- ja ravitsemistoiminta",2.1694088083473,1608
"2620","Lappi",2020,"Majoitus- ja ravitsemistoiminta",1.69179364265812,942
"2621","Päijät-Häme",2020,"Majoitus- ja ravitsemistoiminta",2.15205020766818,708
"2622","Pirkanmaa",2020,"Majoitus- ja ravitsemistoiminta",2.42079130956654,3733
"2623","Pohjanmaa",2020,"Majoitus- ja ravitsemistoiminta",2.30569597243936,819
"2624","Pohjois-Karjala",2020,"Majoitus- ja ravitsemistoiminta",2.32377489735237,1182
"2625","Pohjois-Pohjanmaa",2020,"Majoitus- ja ravitsemistoiminta",1.75568064696222,2992
"2626","Pohjois-Savo",2020,"Majoitus- ja ravitsemistoiminta",1.68997025269594,2479
"2627","Satakunta",2020,"Majoitus- ja ravitsemistoiminta",2.28621956761052,1456
"2628","Uusimaa",2020,"Majoitus- ja ravitsemistoiminta",2.13780518170102,2730
"2629","Varsinais-Suomi",2020,"Majoitus- ja ravitsemistoiminta",2.42975565703257,5336
"2630","Ahvenanmaa",2020,"Muu palvelutoiminta",3.34439892199638,55
"2631","Etelä-Karjala",2020,"Muu palvelutoiminta",5.77914223883454,1399
"2632","Etelä-Pohjanmaa",2020,"Muu palvelutoiminta",5.85267049373534,1063
"2633","Etelä-Savo",2020,"Muu palvelutoiminta",5.00279271428864,1313
"2634","Kainuu",2020,"Muu palvelutoiminta",4.32692893966932,297
"2635","Kanta-Häme",2020,"Muu palvelutoiminta",6.15487306834528,1439
"2636","Keski-Pohjanmaa",2020,"Muu palvelutoiminta",5.56812619858331,548
"2637","Keski-Suomi",2020,"Muu palvelutoiminta",6.19622370006553,1863
"2638","Kymenlaakso",2020,"Muu palvelutoiminta",5.48663815352598,1485
"2639","Lappi",2020,"Muu palvelutoiminta",5.12208482888104,557
"2640","Päijät-Häme",2020,"Muu palvelutoiminta",6.04505189573997,745
"2641","Pirkanmaa",2020,"Muu palvelutoiminta",6.49766924788736,3671
"2642","Pohjanmaa",2020,"Muu palvelutoiminta",5.53053148206588,909
"2643","Pohjois-Karjala",2020,"Muu palvelutoiminta",4.92899946788561,1136
"2644","Pohjois-Pohjanmaa",2020,"Muu palvelutoiminta",4.71931531587774,2740
"2645","Pohjois-Savo",2020,"Muu palvelutoiminta",4.65621455815262,2429
"2646","Satakunta",2020,"Muu palvelutoiminta",5.82363264193722,1620
"2647","Uusimaa",2020,"Muu palvelutoiminta",5.68836898790338,2525
"2648","Varsinais-Suomi",2020,"Muu palvelutoiminta",5.92228708646311,4301
"2649","Ahvenanmaa",2020,"Rahoitus- ja vakuutustoiminta",1.12871045553897,60
"2650","Etelä-Karjala",2020,"Rahoitus- ja vakuutustoiminta",1.36152061716424,479
"2651","Etelä-Pohjanmaa",2020,"Rahoitus- ja vakuutustoiminta",0.736028639529349,459
"2652","Etelä-Savo",2020,"Rahoitus- ja vakuutustoiminta",1.17090686900969,499
"2653","Kainuu",2020,"Rahoitus- ja vakuutustoiminta",0.458007087950106,88
"2654","Kanta-Häme",2020,"Rahoitus- ja vakuutustoiminta",1.82552496455093,411
"2655","Keski-Pohjanmaa",2020,"Rahoitus- ja vakuutustoiminta",0.482927431456007,285
"2656","Keski-Suomi",2020,"Rahoitus- ja vakuutustoiminta",1.54956433562245,649
"2657","Kymenlaakso",2020,"Rahoitus- ja vakuutustoiminta",0.55062121360748,432
"2658","Lappi",2020,"Rahoitus- ja vakuutustoiminta",0.77266942074655,222
"2659","Päijät-Häme",2020,"Rahoitus- ja vakuutustoiminta",0.978310601524476,255
"2660","Pirkanmaa",2020,"Rahoitus- ja vakuutustoiminta",1.1285851848706,1464
"2661","Pohjanmaa",2020,"Rahoitus- ja vakuutustoiminta",1.09760034410375,470
"2662","Pohjois-Karjala",2020,"Rahoitus- ja vakuutustoiminta",0.985023281276943,498
"2663","Pohjois-Pohjanmaa",2020,"Rahoitus- ja vakuutustoiminta",1.1659671164854,1407
"2664","Pohjois-Savo",2020,"Rahoitus- ja vakuutustoiminta",0.959143315150136,1118
"2665","Satakunta",2020,"Rahoitus- ja vakuutustoiminta",1.55499093574281,610
"2666","Uusimaa",2020,"Rahoitus- ja vakuutustoiminta",1.39502179904208,910
"2667","Varsinais-Suomi",2020,"Rahoitus- ja vakuutustoiminta",1.36857058779462,2249
"2668","Ahvenanmaa",2020,"Rakentaminen",2.29314761940806,224
"2669","Etelä-Karjala",2020,"Rakentaminen",2.25149786173373,4238
"2670","Etelä-Pohjanmaa",2020,"Rakentaminen",2.75392095324196,4058
"2671","Etelä-Savo",2020,"Rakentaminen",3.01582547170141,3779
"2672","Kainuu",2020,"Rakentaminen",1.81950463481418,649
"2673","Kanta-Häme",2020,"Rakentaminen",2.6191171277762,4018
"2674","Keski-Pohjanmaa",2020,"Rakentaminen",1.95061341935922,1761
"2675","Keski-Suomi",2020,"Rakentaminen",2.4348162871874,5121
"2676","Kymenlaakso",2020,"Rakentaminen",2.57593932832114,4241
"2677","Lappi",2020,"Rakentaminen",2.27740212845381,1930
"2678","Päijät-Häme",2020,"Rakentaminen",2.43819782676593,2404
"2679","Pirkanmaa",2020,"Rakentaminen",3.0036619628119,10479
"2680","Pohjanmaa",2020,"Rakentaminen",2.4776209234782,3254
"2681","Pohjois-Karjala",2020,"Rakentaminen",2.15995149011361,3374
"2682","Pohjois-Pohjanmaa",2020,"Rakentaminen",1.94842432261368,8570
"2683","Pohjois-Savo",2020,"Rakentaminen",1.93435534266793,6484
"2684","Satakunta",2020,"Rakentaminen",2.75174427409728,4744
"2685","Uusimaa",2020,"Rakentaminen",3.31341900000619,13066
"2686","Varsinais-Suomi",2020,"Rakentaminen",2.95525858834463,16737
"2687","Ahvenanmaa",2020,"Sähkö-, kaasu- ja lämpöhuolto, jäähdytysliiketoiminta",0.146776146201076,18
"2688","Etelä-Karjala",2020,"Sähkö-, kaasu- ja lämpöhuolto, jäähdytysliiketoiminta",0.458514472374409,129
"2689","Etelä-Pohjanmaa",2020,"Sähkö-, kaasu- ja lämpöhuolto, jäähdytysliiketoiminta",0.457221178013225,140
"2690","Etelä-Savo",2020,"Sähkö-, kaasu- ja lämpöhuolto, jäähdytysliiketoiminta",0.920774065170663,145
"2691","Kainuu",2020,"Sähkö-, kaasu- ja lämpöhuolto, jäähdytysliiketoiminta",0.969613355994807,59
"2692","Kanta-Häme",2020,"Sähkö-, kaasu- ja lämpöhuolto, jäähdytysliiketoiminta",0.753515580852832,72
"2693","Keski-Pohjanmaa",2020,"Sähkö-, kaasu- ja lämpöhuolto, jäähdytysliiketoiminta",0.667777930099925,42
"2694","Keski-Suomi",2020,"Sähkö-, kaasu- ja lämpöhuolto, jäähdytysliiketoiminta",0.600434737436634,194
"2695","Kymenlaakso",2020,"Sähkö-, kaasu- ja lämpöhuolto, jäähdytysliiketoiminta",0.511629561867968,155
"2696","Lappi",2020,"Sähkö-, kaasu- ja lämpöhuolto, jäähdytysliiketoiminta",0.298063680297093,116
"2697","Päijät-Häme",2020,"Sähkö-, kaasu- ja lämpöhuolto, jäähdytysliiketoiminta",0.0920340214973083,47
"2698","Pirkanmaa",2020,"Sähkö-, kaasu- ja lämpöhuolto, jäähdytysliiketoiminta",1.13487035185002,334
"2699","Pohjanmaa",2020,"Sähkö-, kaasu- ja lämpöhuolto, jäähdytysliiketoiminta",0.930271799172395,170
"2700","Pohjois-Karjala",2020,"Sähkö-, kaasu- ja lämpöhuolto, jäähdytysliiketoiminta",0.254479652704505,157
"2701","Pohjois-Pohjanmaa",2020,"Sähkö-, kaasu- ja lämpöhuolto, jäähdytysliiketoiminta",0.314680124846662,333
"2702","Pohjois-Savo",2020,"Sähkö-, kaasu- ja lämpöhuolto, jäähdytysliiketoiminta",0.634624288145916,169
"2703","Satakunta",2020,"Sähkö-, kaasu- ja lämpöhuolto, jäähdytysliiketoiminta",0.358931209682877,187
"2704","Uusimaa",2020,"Sähkö-, kaasu- ja lämpöhuolto, jäähdytysliiketoiminta",0.839729130684134,209
"2705","Varsinais-Suomi",2020,"Sähkö-, kaasu- ja lämpöhuolto, jäähdytysliiketoiminta",1.14760925884253,392
"2706","Ahvenanmaa",2020,"Taiteet, viihde ja virkistys",2.10635586228084,28
"2707","Etelä-Karjala",2020,"Taiteet, viihde ja virkistys",4.43144435699551,394
"2708","Etelä-Pohjanmaa",2020,"Taiteet, viihde ja virkistys",2.72015725547664,490
"2709","Etelä-Savo",2020,"Taiteet, viihde ja virkistys",2.73094503461322,483
"2710","Kainuu",2020,"Taiteet, viihde ja virkistys",1.27160289046218,75
"2711","Kanta-Häme",2020,"Taiteet, viihde ja virkistys",3.49165108607834,638
"2712","Keski-Pohjanmaa",2020,"Taiteet, viihde ja virkistys",1.98586176900776,201
"2713","Keski-Suomi",2020,"Taiteet, viihde ja virkistys",3.37316746944509,728
"2714","Kymenlaakso",2020,"Taiteet, viihde ja virkistys",3.09182552559965,634
"2715","Lappi",2020,"Taiteet, viihde ja virkistys",2.17595083492306,283
"2716","Päijät-Häme",2020,"Taiteet, viihde ja virkistys",2.72256818868195,369
"2717","Pirkanmaa",2020,"Taiteet, viihde ja virkistys",3.82471099954882,1888
"2718","Pohjanmaa",2020,"Taiteet, viihde ja virkistys",2.77484522695546,331
"2719","Pohjois-Karjala",2020,"Taiteet, viihde ja virkistys",2.45658501439041,455
"2720","Pohjois-Pohjanmaa",2020,"Taiteet, viihde ja virkistys",3.09670517588236,1248
"2721","Pohjois-Savo",2020,"Taiteet, viihde ja virkistys",2.45178023314845,957
"2722","Satakunta",2020,"Taiteet, viihde ja virkistys",2.62860696186285,492
"2723","Uusimaa",2020,"Taiteet, viihde ja virkistys",4.00934660861401,1479
"2724","Varsinais-Suomi",2020,"Taiteet, viihde ja virkistys",3.2002118219382,1859
"2725","Ahvenanmaa",2020,"Teollisuus",1.39528122053657,102
"2726","Etelä-Karjala",2020,"Teollisuus",1.56443466933182,2674
"2727","Etelä-Pohjanmaa",2020,"Teollisuus",2.12157664774233,2841
"2728","Etelä-Savo",2020,"Teollisuus",1.95853798392029,2200
"2729","Kainuu",2020,"Teollisuus",1.28412469175083,347
"2730","Kanta-Häme",2020,"Teollisuus",2.10180490013381,1962
"2731","Keski-Pohjanmaa",2020,"Teollisuus",1.37514667863376,1261
"2732","Keski-Suomi",2020,"Teollisuus",1.83563154112381,2812
"2733","Kymenlaakso",2020,"Teollisuus",1.54081563935156,2612
"2734","Lappi",2020,"Teollisuus",1.934183052816,939
"2735","Päijät-Häme",2020,"Teollisuus",1.41710678796795,1506
"2736","Pirkanmaa",2020,"Teollisuus",1.94695127883538,7419
"2737","Pohjanmaa",2020,"Teollisuus",1.65219885642477,2402
"2738","Pohjois-Karjala",2020,"Teollisuus",1.30812457376728,2112
"2739","Pohjois-Pohjanmaa",2020,"Teollisuus",1.41419979622406,4720
"2740","Pohjois-Savo",2020,"Teollisuus",1.56807083246197,3839
"2741","Satakunta",2020,"Teollisuus",2.09520119379698,3303
"2742","Uusimaa",2020,"Teollisuus",1.96651163922409,4537
"2743","Varsinais-Suomi",2020,"Teollisuus",1.88627154305486,10333
"2744","Ahvenanmaa",2020,"Terveys- ja sosiaalipalvelut",2.12569768505484,50
"2745","Etelä-Karjala",2020,"Terveys- ja sosiaalipalvelut",2.514963647692,1505
"2746","Etelä-Pohjanmaa",2020,"Terveys- ja sosiaalipalvelut",2.35909795022726,1461
"2747","Etelä-Savo",2020,"Terveys- ja sosiaalipalvelut",2.66927433084138,1524
"2748","Kainuu",2020,"Terveys- ja sosiaalipalvelut",1.99377737660021,359
"2749","Kanta-Häme",2020,"Terveys- ja sosiaalipalvelut",2.38092363579859,1696
"2750","Keski-Pohjanmaa",2020,"Terveys- ja sosiaalipalvelut",2.02308361061073,722
"2751","Keski-Suomi",2020,"Terveys- ja sosiaalipalvelut",2.32373831426734,2110
"2752","Kymenlaakso",2020,"Terveys- ja sosiaalipalvelut",2.34052607596223,1583
"2753","Lappi",2020,"Terveys- ja sosiaalipalvelut",2.0248309601298,742
"2754","Päijät-Häme",2020,"Terveys- ja sosiaalipalvelut",2.44314707526213,771
"2755","Pirkanmaa",2020,"Terveys- ja sosiaalipalvelut",2.99355447259751,4448
"2756","Pohjanmaa",2020,"Terveys- ja sosiaalipalvelut",2.58990085954318,802
"2757","Pohjois-Karjala",2020,"Terveys- ja sosiaalipalvelut",2.35127302377312,1876
"2758","Pohjois-Pohjanmaa",2020,"Terveys- ja sosiaalipalvelut",2.32386244756226,5267
"2759","Pohjois-Savo",2020,"Terveys- ja sosiaalipalvelut",1.77499586922487,3673
"2760","Satakunta",2020,"Terveys- ja sosiaalipalvelut",2.80273916387094,1566
"2761","Uusimaa",2020,"Terveys- ja sosiaalipalvelut",3.09493604482521,2754
"2762","Varsinais-Suomi",2020,"Terveys- ja sosiaalipalvelut",2.43047076627791,4574
"2769","Ahvenanmaa",2020,"Tukku- ja vähittäiskauppa; moottoriajoneuvojen ja moottoripyörien korjaus",1.03540328823202,286
"2770","Etelä-Karjala",2020,"Tukku- ja vähittäiskauppa; moottoriajoneuvojen ja moottoripyörien korjaus",1.39333752163157,5472
"2771","Etelä-Pohjanmaa",2020,"Tukku- ja vähittäiskauppa; moottoriajoneuvojen ja moottoripyörien korjaus",1.35194101830603,4883
"2772","Etelä-Savo",2020,"Tukku- ja vähittäiskauppa; moottoriajoneuvojen ja moottoripyörien korjaus",1.30403711836305,4410
"2773","Kainuu",2020,"Tukku- ja vähittäiskauppa; moottoriajoneuvojen ja moottoripyörien korjaus",0.913529635040813,919
"2774","Kanta-Häme",2020,"Tukku- ja vähittäiskauppa; moottoriajoneuvojen ja moottoripyörien korjaus",1.47075751954206,4957
"2775","Keski-Pohjanmaa",2020,"Tukku- ja vähittäiskauppa; moottoriajoneuvojen ja moottoripyörien korjaus",1.28945798014753,2466
"2776","Keski-Suomi",2020,"Tukku- ja vähittäiskauppa; moottoriajoneuvojen ja moottoripyörien korjaus",1.42189314687098,5625
"2777","Kymenlaakso",2020,"Tukku- ja vähittäiskauppa; moottoriajoneuvojen ja moottoripyörien korjaus",1.51465178517007,5471
"2778","Lappi",2020,"Tukku- ja vähittäiskauppa; moottoriajoneuvojen ja moottoripyörien korjaus",1.26427510556029,2162
"2779","Päijät-Häme",2020,"Tukku- ja vähittäiskauppa; moottoriajoneuvojen ja moottoripyörien korjaus",1.35705863905997,2720
"2780","Pirkanmaa",2020,"Tukku- ja vähittäiskauppa; moottoriajoneuvojen ja moottoripyörien korjaus",1.60438755627584,12791
"2781","Pohjanmaa",2020,"Tukku- ja vähittäiskauppa; moottoriajoneuvojen ja moottoripyörien korjaus",1.34223069159087,3598
"2782","Pohjois-Karjala",2020,"Tukku- ja vähittäiskauppa; moottoriajoneuvojen ja moottoripyörien korjaus",1.29615356726987,4693
"2783","Pohjois-Pohjanmaa",2020,"Tukku- ja vähittäiskauppa; moottoriajoneuvojen ja moottoripyörien korjaus",1.22788503511386,10397
"2784","Pohjois-Savo",2020,"Tukku- ja vähittäiskauppa; moottoriajoneuvojen ja moottoripyörien korjaus",1.38252877596679,9475
"2785","Satakunta",2020,"Tukku- ja vähittäiskauppa; moottoriajoneuvojen ja moottoripyörien korjaus",1.43362126733705,5723
"2786","Uusimaa",2020,"Tukku- ja vähittäiskauppa; moottoriajoneuvojen ja moottoripyörien korjaus",1.52603847575765,10060
"2787","Varsinais-Suomi",2020,"Tukku- ja vähittäiskauppa; moottoriajoneuvojen ja moottoripyörien korjaus",1.5774235867767,17727
"2788","Ahvenanmaa",2020,"Vesihuolto, viemäri- ja jätevesihuolto, jätehuolto ja muu ympäristön puhtaanapito",4.78265649245039,12
"2789","Etelä-Karjala",2020,"Vesihuolto, viemäri- ja jätevesihuolto, jätehuolto ja muu ympäristön puhtaanapito",1.54065110744573,211
"2790","Etelä-Pohjanmaa",2020,"Vesihuolto, viemäri- ja jätevesihuolto, jätehuolto ja muu ympäristön puhtaanapito",1.56001081921925,172
