"","date","TOL","maakunta","yrityksiä","työntekijöitä"
"42354",NA,NA,"MA1 MANNER-SUOMI","1",1
"42355",NA,NA,"MK01 Uusimaa","0",0
"42356",NA,NA,"MK02 Varsinais-Suomi","0",0
"42357",NA,NA,"MK04 Satakunta","0",0
"42358",NA,NA,"MK05 Kanta-Häme","0",0
"42359",NA,NA,"MK06 Pirkanmaa","0",0
"42360",NA,NA,"MK07 Päijät-Häme","0",0
"42361",NA,NA,"MK08 Kymenlaakso","0",0
"42362",NA,NA,"MK09 Etelä-Karjala","0",0
"42363",NA,NA,"MK10 Etelä-Savo","0",0
"42364",NA,NA,"MK11 Pohjois-Savo","0",0
"42365",NA,NA,"MK12 Pohjois-Karjala","1",1
"42366",NA,NA,"MK13 Keski-Suomi","0",0
"42367",NA,NA,"MK14 Etelä-Pohjanmaa","0",0
"42368",NA,NA,"MK15 Pohjanmaa","0",0
"42369",NA,NA,"MK16 Keski-Pohjanmaa","0",0
"42370",NA,NA,"MK17 Pohjois-Pohjanmaa","0",0
"42371",NA,NA,"MK18 Kainuu","0",0
"42372",NA,NA,"MK19 Lappi","0",0
"42373",NA,NA,"MA2 AHVENANMAA","0",0
"42374",NA,NA,"MK21 Ahvenanmaa","0",0
"42375","2020M11","Yhteensä","KOKO MAA","151",754
"42376",NA,NA,"MA1 MANNER-SUOMI","151",754
"42377",NA,NA,"MK01 Uusimaa","49",289
"42378",NA,NA,"MK02 Varsinais-Suomi","12",18
"42379",NA,NA,"MK04 Satakunta","7",45
"42380",NA,NA,"MK05 Kanta-Häme","3",10
"42381",NA,NA,"MK06 Pirkanmaa","9",26
"42382",NA,NA,"MK07 Päijät-Häme","7",75
"42383",NA,NA,"MK08 Kymenlaakso","5",13
"42384",NA,NA,"MK09 Etelä-Karjala","8",19
"42385",NA,NA,"MK10 Etelä-Savo","5",5
"42386",NA,NA,"MK11 Pohjois-Savo","7",22
"42387",NA,NA,"MK12 Pohjois-Karjala","6",13
"42388",NA,NA,"MK13 Keski-Suomi","4",40
"42389",NA,NA,"MK14 Etelä-Pohjanmaa","5",7
"42390",NA,NA,"MK15 Pohjanmaa","4",6
"42391",NA,NA,"MK16 Keski-Pohjanmaa","3",10
"42392",NA,NA,"MK17 Pohjois-Pohjanmaa","8",141
"42393",NA,NA,"MK18 Kainuu","1",1
"42394",NA,NA,"MK19 Lappi","8",14
"42395",NA,NA,"MA2 AHVENANMAA","0",0
"42396",NA,NA,"MK21 Ahvenanmaa","0",0
"42397",NA,"Maa-, metsä ja kalatalous","KOKO MAA","6",18
"42398",NA,NA,"MA1 MANNER-SUOMI","6",18
"42399",NA,NA,"MK01 Uusimaa","0",0
"42400",NA,NA,"MK02 Varsinais-Suomi","1",1
"42401",NA,NA,"MK04 Satakunta","1",9
"42402",NA,NA,"MK05 Kanta-Häme","0",0
"42403",NA,NA,"MK06 Pirkanmaa","0",0
"42404",NA,NA,"MK07 Päijät-Häme","0",0
"42405",NA,NA,"MK08 Kymenlaakso","0",0
"42406",NA,NA,"MK09 Etelä-Karjala","0",0
"42407",NA,NA,"MK10 Etelä-Savo","1",1
"42408",NA,NA,"MK11 Pohjois-Savo","0",0
"42409",NA,NA,"MK12 Pohjois-Karjala","0",0
"42410",NA,NA,"MK13 Keski-Suomi","0",0
"42411",NA,NA,"MK14 Etelä-Pohjanmaa","0",0
"42412",NA,NA,"MK15 Pohjanmaa","1",1
"42413",NA,NA,"MK16 Keski-Pohjanmaa","1",5
"42414",NA,NA,"MK17 Pohjois-Pohjanmaa","1",1
"42415",NA,NA,"MK18 Kainuu","0",0
"42416",NA,NA,"MK19 Lappi","0",0
"42417",NA,NA,"MA2 AHVENANMAA","0",0
"42418",NA,NA,"MK21 Ahvenanmaa","0",0
"42419",NA,"Teollisuus, kaivostoiminta sekä energia- ja vesihuolto","KOKO MAA","14",280
"42420",NA,NA,"MA1 MANNER-SUOMI","14",280
"42421",NA,NA,"MK01 Uusimaa","2",25
"42422",NA,NA,"MK02 Varsinais-Suomi","2",5
"42423",NA,NA,"MK04 Satakunta","2",29
"42424",NA,NA,"MK05 Kanta-Häme","0",0
"42425",NA,NA,"MK06 Pirkanmaa","0",0
"42426",NA,NA,"MK07 Päijät-Häme","3",50
"42427",NA,NA,"MK08 Kymenlaakso","2",10
"42428",NA,NA,"MK09 Etelä-Karjala","0",0
"42429",NA,NA,"MK10 Etelä-Savo","0",0
"42430",NA,NA,"MK11 Pohjois-Savo","0",0
"42431",NA,NA,"MK12 Pohjois-Karjala","0",0
"42432",NA,NA,"MK13 Keski-Suomi","1",31
"42433",NA,NA,"MK14 Etelä-Pohjanmaa","0",0
"42434",NA,NA,"MK15 Pohjanmaa","0",0
"42435",NA,NA,"MK16 Keski-Pohjanmaa","0",0
"42436",NA,NA,"MK17 Pohjois-Pohjanmaa","2",130
"42437",NA,NA,"MK18 Kainuu","0",0
"42438",NA,NA,"MK19 Lappi","0",0
"42439",NA,NA,"MA2 AHVENANMAA","0",0
"42440",NA,NA,"MK21 Ahvenanmaa","0",0
"42441",NA,"Rakennustoiminta","KOKO MAA","32",186
"42442",NA,NA,"MA1 MANNER-SUOMI","32",186
"42443",NA,NA,"MK01 Uusimaa","16",127
"42444",NA,NA,"MK02 Varsinais-Suomi","0",0
"42445",NA,NA,"MK04 Satakunta","1",1
"42446",NA,NA,"MK05 Kanta-Häme","0",0
"42447",NA,NA,"MK06 Pirkanmaa","2",9
"42448",NA,NA,"MK07 Päijät-Häme","2",22
"42449",NA,NA,"MK08 Kymenlaakso","0",0
"42450",NA,NA,"MK09 Etelä-Karjala","1",5
"42451",NA,NA,"MK10 Etelä-Savo","1",1
"42452",NA,NA,"MK11 Pohjois-Savo","1",12
"42453",NA,NA,"MK12 Pohjois-Karjala","1",1
"42454",NA,NA,"MK13 Keski-Suomi","0",0
"42455",NA,NA,"MK14 Etelä-Pohjanmaa","0",0
"42456",NA,NA,"MK15 Pohjanmaa","0",0
"42457",NA,NA,"MK16 Keski-Pohjanmaa","1",1
"42458",NA,NA,"MK17 Pohjois-Pohjanmaa","0",0
"42459",NA,NA,"MK18 Kainuu","1",1
"42460",NA,NA,"MK19 Lappi","5",6
"42461",NA,NA,"MA2 AHVENANMAA","0",0
"42462",NA,NA,"MK21 Ahvenanmaa","0",0
"42463",NA,"Kauppa","KOKO MAA","31",134
"42464",NA,NA,"MA1 MANNER-SUOMI","31",134
"42465",NA,NA,"MK01 Uusimaa","10",100
"42466",NA,NA,"MK02 Varsinais-Suomi","3",3
"42467",NA,NA,"MK04 Satakunta","1",1
"42468",NA,NA,"MK05 Kanta-Häme","0",0
"42469",NA,NA,"MK06 Pirkanmaa","2",3
"42470",NA,NA,"MK07 Päijät-Häme","0",0
"42471",NA,NA,"MK08 Kymenlaakso","3",3
"42472",NA,NA,"MK09 Etelä-Karjala","2",4
"42473",NA,NA,"MK10 Etelä-Savo","1",1
"42474",NA,NA,"MK11 Pohjois-Savo","2",5
"42475",NA,NA,"MK12 Pohjois-Karjala","4",11
"42476",NA,NA,"MK13 Keski-Suomi","0",0
"42477",NA,NA,"MK14 Etelä-Pohjanmaa","3",3
"42478",NA,NA,"MK15 Pohjanmaa","0",0
"42479",NA,NA,"MK16 Keski-Pohjanmaa","0",0
"42480",NA,NA,"MK17 Pohjois-Pohjanmaa","0",0
"42481",NA,NA,"MK18 Kainuu","0",0
"42482",NA,NA,"MK19 Lappi","0",0
"42483",NA,NA,"MA2 AHVENANMAA","0",0
"42484",NA,NA,"MK21 Ahvenanmaa","0",0
"42485",NA,"Kuljetus ja varastointi","KOKO MAA","11",30
"42486",NA,NA,"MA1 MANNER-SUOMI","11",30
"42487",NA,NA,"MK01 Uusimaa","2",8
"42488",NA,NA,"MK02 Varsinais-Suomi","1",3
"42489",NA,NA,"MK04 Satakunta","0",0
"42490",NA,NA,"MK05 Kanta-Häme","1",8
"42491",NA,NA,"MK06 Pirkanmaa","0",0
"42492",NA,NA,"MK07 Päijät-Häme","0",0
"42493",NA,NA,"MK08 Kymenlaakso","0",0
"42494",NA,NA,"MK09 Etelä-Karjala","1",2
"42495",NA,NA,"MK10 Etelä-Savo","1",1
"42496",NA,NA,"MK11 Pohjois-Savo","2",3
"42497",NA,NA,"MK12 Pohjois-Karjala","0",0
"42498",NA,NA,"MK13 Keski-Suomi","0",0
"42499",NA,NA,"MK14 Etelä-Pohjanmaa","1",3
"42500",NA,NA,"MK15 Pohjanmaa","1",1
"42501",NA,NA,"MK16 Keski-Pohjanmaa","0",0
"42502",NA,NA,"MK17 Pohjois-Pohjanmaa","1",1
"42503",NA,NA,"MK18 Kainuu","0",0
"42504",NA,NA,"MK19 Lappi","0",0
"42505",NA,NA,"MA2 AHVENANMAA","0",0
"42506",NA,NA,"MK21 Ahvenanmaa","0",0
"42507",NA,"Majoitus- ja ravitsemistoiminta","KOKO MAA","9",21
"42508",NA,NA,"MA1 MANNER-SUOMI","9",21
"42509",NA,NA,"MK01 Uusimaa","1",3
"42510",NA,NA,"MK02 Varsinais-Suomi","1",2
"42511",NA,NA,"MK04 Satakunta","1",3
"42512",NA,NA,"MK05 Kanta-Häme","0",0
"42513",NA,NA,"MK06 Pirkanmaa","0",0
"42514",NA,NA,"MK07 Päijät-Häme","0",0
"42515",NA,NA,"MK08 Kymenlaakso","0",0
"42516",NA,NA,"MK09 Etelä-Karjala","2",4
"42517",NA,NA,"MK10 Etelä-Savo","0",0
"42518",NA,NA,"MK11 Pohjois-Savo","0",0
"42519",NA,NA,"MK12 Pohjois-Karjala","0",0
"42520",NA,NA,"MK13 Keski-Suomi","0",0
"42521",NA,NA,"MK14 Etelä-Pohjanmaa","1",1
"42522",NA,NA,"MK15 Pohjanmaa","0",0
"42523",NA,NA,"MK16 Keski-Pohjanmaa","0",0
"42524",NA,NA,"MK17 Pohjois-Pohjanmaa","0",0
"42525",NA,NA,"MK18 Kainuu","0",0
"42526",NA,NA,"MK19 Lappi","3",8
"42527",NA,NA,"MA2 AHVENANMAA","0",0
"42528",NA,NA,"MK21 Ahvenanmaa","0",0
"42529",NA,"Muut palvelut","KOKO MAA","47",84
"42530",NA,NA,"MA1 MANNER-SUOMI","47",84
"42531",NA,NA,"MK01 Uusimaa","17",25
"42532",NA,NA,"MK02 Varsinais-Suomi","4",4
"42533",NA,NA,"MK04 Satakunta","1",2
"42534",NA,NA,"MK05 Kanta-Häme","2",2
"42535",NA,NA,"MK06 Pirkanmaa","5",14
"42536",NA,NA,"MK07 Päijät-Häme","2",3
"42537",NA,NA,"MK08 Kymenlaakso","0",0
"42538",NA,NA,"MK09 Etelä-Karjala","2",4
"42539",NA,NA,"MK10 Etelä-Savo","1",1
"42540",NA,NA,"MK11 Pohjois-Savo","2",2
"42541",NA,NA,"MK12 Pohjois-Karjala","1",1
"42542",NA,NA,"MK13 Keski-Suomi","3",9
"42543",NA,NA,"MK14 Etelä-Pohjanmaa","0",0
"42544",NA,NA,"MK15 Pohjanmaa","2",4
"42545",NA,NA,"MK16 Keski-Pohjanmaa","1",4
"42546",NA,NA,"MK17 Pohjois-Pohjanmaa","4",9
"42547",NA,NA,"MK18 Kainuu","0",0
"42548",NA,NA,"MK19 Lappi","0",0
"42549",NA,NA,"MA2 AHVENANMAA","0",0
"42550",NA,NA,"MK21 Ahvenanmaa","0",0
"42551",NA,"Tuntematon","KOKO MAA","1",1
"42552",NA,NA,"MA1 MANNER-SUOMI","1",1
"42553",NA,NA,"MK01 Uusimaa","1",1
"42554",NA,NA,"MK02 Varsinais-Suomi","0",0
"42555",NA,NA,"MK04 Satakunta","0",0
"42556",NA,NA,"MK05 Kanta-Häme","0",0
"42557",NA,NA,"MK06 Pirkanmaa","0",0
"42558",NA,NA,"MK07 Päijät-Häme","0",0
"42559",NA,NA,"MK08 Kymenlaakso","0",0
"42560",NA,NA,"MK09 Etelä-Karjala","0",0
"42561",NA,NA,"MK10 Etelä-Savo","0",0
"42562",NA,NA,"MK11 Pohjois-Savo","0",0
"42563",NA,NA,"MK12 Pohjois-Karjala","0",0
"42564",NA,NA,"MK13 Keski-Suomi","0",0
"42565",NA,NA,"MK14 Etelä-Pohjanmaa","0",0
"42566",NA,NA,"MK15 Pohjanmaa","0",0
"42567",NA,NA,"MK16 Keski-Pohjanmaa","0",0
"42568",NA,NA,"MK17 Pohjois-Pohjanmaa","0",0
"42569",NA,NA,"MK18 Kainuu","0",0
"42570",NA,NA,"MK19 Lappi","0",0
"42571",NA,NA,"MA2 AHVENANMAA","0",0
"42572",NA,NA,"MK21 Ahvenanmaa","0",0
"42573","2020M12","Yhteensä","KOKO MAA","90",301
"42574",NA,NA,"MA1 MANNER-SUOMI","90",301
"42575",NA,NA,"MK01 Uusimaa","42",152
"42576",NA,NA,"MK02 Varsinais-Suomi","9",18
"42577",NA,NA,"MK04 Satakunta","1",1
"42578",NA,NA,"MK05 Kanta-Häme","3",7
"42579",NA,NA,"MK06 Pirkanmaa","5",15
"42580",NA,NA,"MK07 Päijät-Häme","5",27
"42581",NA,NA,"MK08 Kymenlaakso","0",0
"42582",NA,NA,"MK09 Etelä-Karjala","1",4
"42583",NA,NA,"MK10 Etelä-Savo","3",3
"42584",NA,NA,"MK11 Pohjois-Savo","4",8
"42585",NA,NA,"MK12 Pohjois-Karjala","2",2
"42586",NA,NA,"MK13 Keski-Suomi","3",11
"42587",NA,NA,"MK14 Etelä-Pohjanmaa","3",8
"42588",NA,NA,"MK15 Pohjanmaa","2",26
"42589",NA,NA,"MK16 Keski-Pohjanmaa","2",9
"42590",NA,NA,"MK17 Pohjois-Pohjanmaa","4",6
"42591",NA,NA,"MK18 Kainuu","0",0
"42592",NA,NA,"MK19 Lappi","1",4
"42593",NA,NA,"MA2 AHVENANMAA","0",0
"42594",NA,NA,"MK21 Ahvenanmaa","0",0
"42595",NA,"Maa-, metsä ja kalatalous","KOKO MAA","3",11
"42596",NA,NA,"MA1 MANNER-SUOMI","3",11
"42597",NA,NA,"MK01 Uusimaa","0",0
"42598",NA,NA,"MK02 Varsinais-Suomi","0",0
"42599",NA,NA,"MK04 Satakunta","0",0
"42600",NA,NA,"MK05 Kanta-Häme","0",0
"42601",NA,NA,"MK06 Pirkanmaa","0",0
"42602",NA,NA,"MK07 Päijät-Häme","0",0
"42603",NA,NA,"MK08 Kymenlaakso","0",0
"42604",NA,NA,"MK09 Etelä-Karjala","0",0
"42605",NA,NA,"MK10 Etelä-Savo","0",0
"42606",NA,NA,"MK11 Pohjois-Savo","0",0
"42607",NA,NA,"MK12 Pohjois-Karjala","0",0
"42608",NA,NA,"MK13 Keski-Suomi","2",10
"42609",NA,NA,"MK14 Etelä-Pohjanmaa","0",0
"42610",NA,NA,"MK15 Pohjanmaa","0",0
"42611",NA,NA,"MK16 Keski-Pohjanmaa","0",0
"42612",NA,NA,"MK17 Pohjois-Pohjanmaa","1",1
"42613",NA,NA,"MK18 Kainuu","0",0
"42614",NA,NA,"MK19 Lappi","0",0
"42615",NA,NA,"MA2 AHVENANMAA","0",0
"42616",NA,NA,"MK21 Ahvenanmaa","0",0
"42617",NA,"Teollisuus, kaivostoiminta sekä energia- ja vesihuolto","KOKO MAA","5",9
"42618",NA,NA,"MA1 MANNER-SUOMI","5",9
"42619",NA,NA,"MK01 Uusimaa","1",4
"42620",NA,NA,"MK02 Varsinais-Suomi","1",1
"42621",NA,NA,"MK04 Satakunta","1",1
"42622",NA,NA,"MK05 Kanta-Häme","0",0
"42623",NA,NA,"MK06 Pirkanmaa","0",0
"42624",NA,NA,"MK07 Päijät-Häme","0",0
"42625",NA,NA,"MK08 Kymenlaakso","0",0
"42626",NA,NA,"MK09 Etelä-Karjala","0",0
"42627",NA,NA,"MK10 Etelä-Savo","0",0
"42628",NA,NA,"MK11 Pohjois-Savo","0",0
"42629",NA,NA,"MK12 Pohjois-Karjala","0",0
"42630",NA,NA,"MK13 Keski-Suomi","0",0
"42631",NA,NA,"MK14 Etelä-Pohjanmaa","0",0
"42632",NA,NA,"MK15 Pohjanmaa","0",0
"42633",NA,NA,"MK16 Keski-Pohjanmaa","1",1
"42634",NA,NA,"MK17 Pohjois-Pohjanmaa","1",2
"42635",NA,NA,"MK18 Kainuu","0",0
"42636",NA,NA,"MK19 Lappi","0",0
"42637",NA,NA,"MA2 AHVENANMAA","0",0
"42638",NA,NA,"MK21 Ahvenanmaa","0",0
"42639",NA,"Rakennustoiminta","KOKO MAA","18",119
"42640",NA,NA,"MA1 MANNER-SUOMI","18",119
"42641",NA,NA,"MK01 Uusimaa","10",90
"42642",NA,NA,"MK02 Varsinais-Suomi","1",1
"42643",NA,NA,"MK04 Satakunta","0",0
"42644",NA,NA,"MK05 Kanta-Häme","1",2
"42645",NA,NA,"MK06 Pirkanmaa","2",10
"42646",NA,NA,"MK07 Päijät-Häme","2",14
"42647",NA,NA,"MK08 Kymenlaakso","0",0
"42648",NA,NA,"MK09 Etelä-Karjala","0",0
"42649",NA,NA,"MK10 Etelä-Savo","1",1
"42650",NA,NA,"MK11 Pohjois-Savo","0",0
"42651",NA,NA,"MK12 Pohjois-Karjala","1",1
"42652",NA,NA,"MK13 Keski-Suomi","0",0
"42653",NA,NA,"MK14 Etelä-Pohjanmaa","0",0
"42654",NA,NA,"MK15 Pohjanmaa","0",0
"42655",NA,NA,"MK16 Keski-Pohjanmaa","0",0
"42656",NA,NA,"MK17 Pohjois-Pohjanmaa","0",0
"42657",NA,NA,"MK18 Kainuu","0",0
"42658",NA,NA,"MK19 Lappi","0",0
"42659",NA,NA,"MA2 AHVENANMAA","0",0
"42660",NA,NA,"MK21 Ahvenanmaa","0",0
"42661",NA,"Kauppa","KOKO MAA","23",48
"42662",NA,NA,"MA1 MANNER-SUOMI","23",48
"42663",NA,NA,"MK01 Uusimaa","12",18
"42664",NA,NA,"MK02 Varsinais-Suomi","4",12
"42665",NA,NA,"MK04 Satakunta","0",0
"42666",NA,NA,"MK05 Kanta-Häme","0",0
"42667",NA,NA,"MK06 Pirkanmaa","0",0
"42668",NA,NA,"MK07 Päijät-Häme","1",3
"42669",NA,NA,"MK08 Kymenlaakso","0",0
"42670",NA,NA,"MK09 Etelä-Karjala","0",0
"42671",NA,NA,"MK10 Etelä-Savo","2",2
"42672",NA,NA,"MK11 Pohjois-Savo","0",0
"42673",NA,NA,"MK12 Pohjois-Karjala","1",1
"42674",NA,NA,"MK13 Keski-Suomi","0",0
"42675",NA,NA,"MK14 Etelä-Pohjanmaa","1",2
"42676",NA,NA,"MK15 Pohjanmaa","0",0
"42677",NA,NA,"MK16 Keski-Pohjanmaa","1",8
"42678",NA,NA,"MK17 Pohjois-Pohjanmaa","1",2
"42679",NA,NA,"MK18 Kainuu","0",0
"42680",NA,NA,"MK19 Lappi","0",0
"42681",NA,NA,"MA2 AHVENANMAA","0",0
"42682",NA,NA,"MK21 Ahvenanmaa","0",0
"42683",NA,"Kuljetus ja varastointi","KOKO MAA","2",3
"42684",NA,NA,"MA1 MANNER-SUOMI","2",3
"42685",NA,NA,"MK01 Uusimaa","1",1
"42686",NA,NA,"MK02 Varsinais-Suomi","0",0
"42687",NA,NA,"MK04 Satakunta","0",0
"42688",NA,NA,"MK05 Kanta-Häme","0",0
"42689",NA,NA,"MK06 Pirkanmaa","0",0
"42690",NA,NA,"MK07 Päijät-Häme","0",0
"42691",NA,NA,"MK08 Kymenlaakso","0",0
"42692",NA,NA,"MK09 Etelä-Karjala","0",0
"42693",NA,NA,"MK10 Etelä-Savo","0",0
"42694",NA,NA,"MK11 Pohjois-Savo","1",2
"42695",NA,NA,"MK12 Pohjois-Karjala","0",0
"42696",NA,NA,"MK13 Keski-Suomi","0",0
"42697",NA,NA,"MK14 Etelä-Pohjanmaa","0",0
"42698",NA,NA,"MK15 Pohjanmaa","0",0
"42699",NA,NA,"MK16 Keski-Pohjanmaa","0",0
"42700",NA,NA,"MK17 Pohjois-Pohjanmaa","0",0
"42701",NA,NA,"MK18 Kainuu","0",0
"42702",NA,NA,"MK19 Lappi","0",0
"42703",NA,NA,"MA2 AHVENANMAA","0",0
"42704",NA,NA,"MK21 Ahvenanmaa","0",0
"42705",NA,"Majoitus- ja ravitsemistoiminta","KOKO MAA","8",30
"42706",NA,NA,"MA1 MANNER-SUOMI","8",30
"42707",NA,NA,"MK01 Uusimaa","5",21
"42708",NA,NA,"MK02 Varsinais-Suomi","0",0
"42709",NA,NA,"MK04 Satakunta","0",0
"42710",NA,NA,"MK05 Kanta-Häme","1",4
"42711",NA,NA,"MK06 Pirkanmaa","0",0
"42712",NA,NA,"MK07 Päijät-Häme","0",0
"42713",NA,NA,"MK08 Kymenlaakso","0",0
"42714",NA,NA,"MK09 Etelä-Karjala","0",0
"42715",NA,NA,"MK10 Etelä-Savo","0",0
"42716",NA,NA,"MK11 Pohjois-Savo","1",1
"42717",NA,NA,"MK12 Pohjois-Karjala","0",0
"42718",NA,NA,"MK13 Keski-Suomi","0",0
"42719",NA,NA,"MK14 Etelä-Pohjanmaa","0",0
"42720",NA,NA,"MK15 Pohjanmaa","0",0
"42721",NA,NA,"MK16 Keski-Pohjanmaa","0",0
"42722",NA,NA,"MK17 Pohjois-Pohjanmaa","0",0
"42723",NA,NA,"MK18 Kainuu","0",0
"42724",NA,NA,"MK19 Lappi","1",4
"42725",NA,NA,"MA2 AHVENANMAA","0",0
"42726",NA,NA,"MK21 Ahvenanmaa","0",0
"42727",NA,"Muut palvelut","KOKO MAA","31",81
"42728",NA,NA,"MA1 MANNER-SUOMI","31",81
"42729",NA,NA,"MK01 Uusimaa","13",18
"42730",NA,NA,"MK02 Varsinais-Suomi","3",4
"42731",NA,NA,"MK04 Satakunta","0",0
"42732",NA,NA,"MK05 Kanta-Häme","1",1
"42733",NA,NA,"MK06 Pirkanmaa","3",5
"42734",NA,NA,"MK07 Päijät-Häme","2",10
"42735",NA,NA,"MK08 Kymenlaakso","0",0
"42736",NA,NA,"MK09 Etelä-Karjala","1",4
"42737",NA,NA,"MK10 Etelä-Savo","0",0
"42738",NA,NA,"MK11 Pohjois-Savo","2",5
"42739",NA,NA,"MK12 Pohjois-Karjala","0",0
"42740",NA,NA,"MK13 Keski-Suomi","1",1
"42741",NA,NA,"MK14 Etelä-Pohjanmaa","2",6
"42742",NA,NA,"MK15 Pohjanmaa","2",26
"42743",NA,NA,"MK16 Keski-Pohjanmaa","0",0
"42744",NA,NA,"MK17 Pohjois-Pohjanmaa","1",1
"42745",NA,NA,"MK18 Kainuu","0",0
"42746",NA,NA,"MK19 Lappi","0",0
"42747",NA,NA,"MA2 AHVENANMAA","0",0
"42748",NA,NA,"MK21 Ahvenanmaa","0",0
"42749",NA,"Tuntematon","KOKO MAA","0",0
"42750",NA,NA,"MA1 MANNER-SUOMI","0",0
"42751",NA,NA,"MK01 Uusimaa","0",0
"42752",NA,NA,"MK02 Varsinais-Suomi","0",0
"42753",NA,NA,"MK04 Satakunta","0",0
"42754",NA,NA,"MK05 Kanta-Häme","0",0
"42755",NA,NA,"MK06 Pirkanmaa","0",0
"42756",NA,NA,"MK07 Päijät-Häme","0",0
"42757",NA,NA,"MK08 Kymenlaakso","0",0
"42758",NA,NA,"MK09 Etelä-Karjala","0",0
"42759",NA,NA,"MK10 Etelä-Savo","0",0
"42760",NA,NA,"MK11 Pohjois-Savo","0",0
"42761",NA,NA,"MK12 Pohjois-Karjala","0",0
"42762",NA,NA,"MK13 Keski-Suomi","0",0
"42763",NA,NA,"MK14 Etelä-Pohjanmaa","0",0
"42764",NA,NA,"MK15 Pohjanmaa","0",0
"42765",NA,NA,"MK16 Keski-Pohjanmaa","0",0
"42766",NA,NA,"MK17 Pohjois-Pohjanmaa","0",0
"42767",NA,NA,"MK18 Kainuu","0",0
"42768",NA,NA,"MK19 Lappi","0",0
"42769",NA,NA,"MA2 AHVENANMAA","0",0
"42770",NA,NA,"MK21 Ahvenanmaa","0",0
"42771","2021M01","Yhteensä","KOKO MAA","131",731
"42772",NA,NA,"MA1 MANNER-SUOMI","130",727
"42773",NA,NA,"MK01 Uusimaa","47",283
"42774",NA,NA,"MK02 Varsinais-Suomi","12",32
"42775",NA,NA,"MK04 Satakunta","5",35
"42776",NA,NA,"MK05 Kanta-Häme","3",10
"42777",NA,NA,"MK06 Pirkanmaa","9",31
"42778",NA,NA,"MK07 Päijät-Häme","6",88
"42779",NA,NA,"MK08 Kymenlaakso","3",3
"42780",NA,NA,"MK09 Etelä-Karjala","0",0
"42781",NA,NA,"MK10 Etelä-Savo","2",11
"42782",NA,NA,"MK11 Pohjois-Savo","7",71
"42783",NA,NA,"MK12 Pohjois-Karjala","4",34
"42784",NA,NA,"MK13 Keski-Suomi","6",40
"42785",NA,NA,"MK14 Etelä-Pohjanmaa","7",44
"42786",NA,NA,"MK15 Pohjanmaa","5",6
"42787",NA,NA,"MK16 Keski-Pohjanmaa","1",3
"42788",NA,NA,"MK17 Pohjois-Pohjanmaa","10",31
"42789",NA,NA,"MK18 Kainuu","2",2
"42790",NA,NA,"MK19 Lappi","1",3
"42791",NA,NA,"MA2 AHVENANMAA","1",4
"42792",NA,NA,"MK21 Ahvenanmaa","1",4
"42793",NA,"Maa-, metsä ja kalatalous","KOKO MAA","9",12
"42794",NA,NA,"MA1 MANNER-SUOMI","9",12
"42795",NA,NA,"MK01 Uusimaa","2",2
"42796",NA,NA,"MK02 Varsinais-Suomi","0",0
"42797",NA,NA,"MK04 Satakunta","0",0
"42798",NA,NA,"MK05 Kanta-Häme","0",0
"42799",NA,NA,"MK06 Pirkanmaa","0",0
"42800",NA,NA,"MK07 Päijät-Häme","0",0
"42801",NA,NA,"MK08 Kymenlaakso","0",0
"42802",NA,NA,"MK09 Etelä-Karjala","0",0
"42803",NA,NA,"MK10 Etelä-Savo","0",0
"42804",NA,NA,"MK11 Pohjois-Savo","0",0
"42805",NA,NA,"MK12 Pohjois-Karjala","1",1
"42806",NA,NA,"MK13 Keski-Suomi","0",0
"42807",NA,NA,"MK14 Etelä-Pohjanmaa","0",0
"42808",NA,NA,"MK15 Pohjanmaa","2",2
"42809",NA,NA,"MK16 Keski-Pohjanmaa","0",0
"42810",NA,NA,"MK17 Pohjois-Pohjanmaa","4",7
"42811",NA,NA,"MK18 Kainuu","0",0
"42812",NA,NA,"MK19 Lappi","0",0
"42813",NA,NA,"MA2 AHVENANMAA","0",0
"42814",NA,NA,"MK21 Ahvenanmaa","0",0
"42815",NA,"Teollisuus, kaivostoiminta sekä energia- ja vesihuolto","KOKO MAA","11",166
"42816",NA,NA,"MA1 MANNER-SUOMI","11",166
"42817",NA,NA,"MK01 Uusimaa","2",2
"42818",NA,NA,"MK02 Varsinais-Suomi","1",1
"42819",NA,NA,"MK04 Satakunta","2",4
"42820",NA,NA,"MK05 Kanta-Häme","0",0
"42821",NA,NA,"MK06 Pirkanmaa","1",2
"42822",NA,NA,"MK07 Päijät-Häme","1",70
"42823",NA,NA,"MK08 Kymenlaakso","0",0
"42824",NA,NA,"MK09 Etelä-Karjala","0",0
"42825",NA,NA,"MK10 Etelä-Savo","0",0
"42826",NA,NA,"MK11 Pohjois-Savo","1",63
"42827",NA,NA,"MK12 Pohjois-Karjala","0",0
"42828",NA,NA,"MK13 Keski-Suomi","2",23
"42829",NA,NA,"MK14 Etelä-Pohjanmaa","0",0
"42830",NA,NA,"MK15 Pohjanmaa","0",0
"42831",NA,NA,"MK16 Keski-Pohjanmaa","0",0
"42832",NA,NA,"MK17 Pohjois-Pohjanmaa","1",1
"42833",NA,NA,"MK18 Kainuu","0",0
"42834",NA,NA,"MK19 Lappi","0",0
"42835",NA,NA,"MA2 AHVENANMAA","0",0
"42836",NA,NA,"MK21 Ahvenanmaa","0",0
"42837",NA,"Rakennustoiminta","KOKO MAA","20",181
"42838",NA,NA,"MA1 MANNER-SUOMI","20",181
